,annotation_id,id,text,class,label
1334,56071493,1888928579435557139,Dabei geht es hier um unsere Lebensgrundlagen.,Non-Propaganda,0
1134,56126741,1884580140513931653,Mit Schwarz-Rot und Schwarz-Grün wird das nichts.,Propaganda,1
97,56068872,1883928020332994903,Grenzen dichtmachen und damit Europarecht brechen?,Propaganda,1
1072,56069115,1879516669577752582,"Wir können uns daraus befreien, aber einfach wird das nicht.",Non-Propaganda,0
730,56619590,1883895944577679682,"Mehr wäre vorstellbar, aber die Vorschläge von cducsubt gehen in die richtige Richtung.",Non-Propaganda,0
729,56118541,1876231498174714040,"Wer schweigt, wenn Unsinn verbreitet wird, der stimmt in Wahrheit zu“, so c_lindner bei 3K25.",Propaganda,1
927,56068707,1883203568368304444,"Nun mache ich mir wirklich Sorgen, nachdem die CDU nun ihre Anträge im Bundestag mit Stimmen der AfD durchsetzen will"" -",Propaganda,1
1629,56118765,1879040190246777169,Der EU-Parlamentarier Fabio De Masi (BSW) hatte sich in seiner Zeit als Bundestagsabgeordneter immer wieder mit der Frage des Verbleib der Mails von Wolfgang Schmidt beschäftigt.,Non-Propaganda,0
1087,56125578,1879507679099629737,"Seit 2015 ist die Zahl der Rentner, die Grundsicherung beziehen, um 43% gestiegen!",Non-Propaganda,0
1768,56067492,1888694149014253743,"Sie war, als Herr Scholz angefangen hat, bei 10,3 Prozent.",Non-Propaganda,0
284,56067893,1884595439845974022,".OlafScholz zu Merz: „Sie sagen, Sie würden mit Ihren Vorschlägen 'all in' gehen – so wie man das beim Pokerspielen so daher sagt.",Non-Propaganda,0
381,56121890,1892185330578501736,"Beim Haustürwahlkampf erzählte mir eine Frau, dass sie sich das 9-€-Ticket zurückwünscht – nicht nur aus finanziellen Gründen, sondern weil sie damit Freunde und Museen in anderen Städten besuchen konnte.",Propaganda,1
1040,56119521,1890867255606686171,"Aber Europa kann stark sein, kann bestehen im internationalen Mächtekonzert –",Non-Propaganda,0
716,56304874,1883091540303827345,Soziale Zumutungen für eine Reform der Schuldenbremse,Non-Propaganda,0
32,56066854,1884955750381781074,Letzte Straßburg-Woche machte ich darauf aufmerksam wie wir uns mit den Sanktionen ins eigene Knie schiessen und abhängig von Trump machen.,Propaganda,1
1132,56126568,1885012651035476327,Warum hat sich die AfD in drei Jahren Ampel mehr als verdoppelt?,Non-Propaganda,0
1058,56615963,1890123497323786398,Das ist doch der Bessere - da gehe ich sicher!,Non-Propaganda,0
115,56303383,1888513321650823406,Hände weg von Omas Wohnung!,Propaganda,1
1407,56123159,1876653499527930342,Klare Ansage von Innenminister Joachim Herrmann:,Non-Propaganda,0
863,56626887,1884660354497523951,"Für Demokratie, Rechtsstaatlichkeit & unsere Verfassung.",Propaganda,1
101,56067823,1892866743942402483,"Wer einen starken Sozialstaat mit guten Renten & bezahlbaren Mieten will, mehr Diplomatie und Frieden sowie eine realistische Migrationspolitik, die unser Land nicht länger überfordert, hat am 23. Februar nur eine Wahl: Zweitstimme BSW!",Propaganda,1
147,56066849,1891206205424783596,"Olaf Scholz behauptet wieder, er habe in der Migrationspolitik viel erreicht.",Non-Propaganda,0
1485,56124392,1890445349690445946,Aber die meisten in Deutschland sind nicht Merz.,Propaganda,1
1626,56065927,1890053327565824133,Deshalb am 23. Februar AfD!,Non-Propaganda,0
1510,56068980,1878038633891889504,"Wenn die gesetzliche Garantie des Rentenniveaus nicht verlängert wird, dann sinkt das Rentenniveau.",Propaganda,1
1559,56065604,1873393642414698685,Die AfD vertritt einen politischen Realismus.,Non-Propaganda,0
67,56123551,1890083683970826262,"(Ich hatte einen vorigen Tweet gelöscht, weil ich den Hinweis erhielt es sei unklar ob Spenden angenommen wurden.",Non-Propaganda,0
633,56124291,1892300694603894990,"100 Milliarden Euro fehlen – wo werden Sie kürzen, Herr Merz?",Propaganda,1
1491,56117839,1891620011963232350,Und wir müssen uns klar machen:,Non-Propaganda,0
1672,56618239,1892572227079377380,Peinliches Gesülze.,Propaganda,1
1021,56626905,1887846034660892679,"Wenn Sie also am Wahltag verhindert sind, nutzt auf jeden Fall entweder Briefwahl oder macht es wie ich und geht direkt",Non-Propaganda,0
743,56627012,1885701585474335140,Unser Beileid gilt seiner Familie.,Non-Propaganda,0
419,56123312,1891600352207577582,Ein gutes und finanziell abgesichertes Leben im Alter ist eine Frage des Respekts.,Propaganda,1
1940,56066014,1888683561772843518,"Nein, Herr Scholz.",Non-Propaganda,0
48,56617544,1882036786182164725,"Machen Sie uns stark – für Bürger, Unternehmen und vor allem unsere Kinder!",Propaganda,1
389,56126535,1878810534625345797,"Die Idee vom Allianz-Chef (fast 7,5 Millionen Euro Jahresbrutto) bleibt, was sie ist: krank, weltfremd und arrogant!",Propaganda,1
812,56122800,1889236186163544559,Das ist mehr als eine Friseurin im ganzen Jahr verdient.,Non-Propaganda,0
51,56616091,1874047808824549474,"Zeit, Windräder zu stoppen: Verunstaltete Landschaften, tote Vögel, unzuverlässige Energie.",Propaganda,1
1294,56122596,1883618062857011214,Ein Bündnis.,Non-Propaganda,0
475,56066358,1884675469313761412,"Unser Townhall-Meeting mit HeidiReichinnek, inesschwerdtner, jan_vanaken und Silberlocke",Non-Propaganda,0
537,56619257,1890119342903443852,Es muss sich dringend was tun!,Propaganda,1
1327,56617115,1890134088893268383,"Ich habe der grünen Justizsenatorin von Hamburg Anna Gallina geschrieben, dass mich die Kommunikation eines Hamburger Oberstaatsanwaltes mit dem Ex SPD Abgeordneten und CumEx-Lobbyisten Johannes Kahrs während eines laufenden Ermittlungsverfahrens befremdet.",Non-Propaganda,0
1858,56615803,1888275610989936891,Wo soll das Geld herkommen?,Non-Propaganda,0
77,56621455,1891515056757551587,Wir werden einen Mietengipfel organisieren und Anträge zum Einfrieren der Mieten und der Einführung eines bundesweiten Mietendeckels in das Parlament einbringen.,Non-Propaganda,0
1447,56619035,1878041447095534052,Wir stehen in Deutschland tatsächlich an einem Scheideweg.,Propaganda,1
1282,56122003,1885322573371552092,Aber das Tor zur Hölle können wir gemeinsam schließen.,Propaganda,1
1268,56617981,1881582606401061287,Ihre Macht war bereits vor Trump ein Problem.,Non-Propaganda,0
400,56122500,1891600352207577582,"Wir sichern 48 %, damit sich ein langes Arbeitsleben auch lohnt.",Non-Propaganda,0
1576,56297314,1876240850411532778,"Uns ging es immer um das Land und keine Tatsache belegt das mehr, als dass wir für unsere Überzeugung, dass das Land eine Wirtschaftswende braucht ein weiteres Mal in unserer Geschichte unsere gesamte politische Existenz in die Waagschale werfen.",Propaganda,1
616,56299704,1884653212042399749,Der Bundestag hat heute einen Antrag der Union beschlossen.,Non-Propaganda,0
1641,56620271,1878459947479974231,Da hilft ein bisschen Kurskorrektur nicht mehr.,Non-Propaganda,0
1280,56065836,1883190524984582490,"Dafür legen wir mit unserem Programm ein überzeugendes Konzept vor: Niedrige Energiepreise, mehr Investitionen, weniger Bürokratie und wir gehen den Fachkräftemangel",Propaganda,1
808,56620539,1892300190477930590,So bleibt Deutschland ein starker Wirtschaftsstandort – jetzt und in Zukunft.,Propaganda,1
1219,56117947,1892311114974699947,Sie haben kurz vor Weihnachten 2023 Abschiebungen im großen Stil verlangt.,Non-Propaganda,0
1732,56118147,1885367225059516892,Unsere Einladung zu konstruktiven Gesprächen steht.,Non-Propaganda,0
785,56618995,1875954629755994386,Fortschritt passiert nicht von allein – er liegt in unseren Händen.,Propaganda,1
890,56067773,1893314478827044869,"Wir werden Deutschland in Ordnung bringen, Bayern stärken und _FriedrichMerz zum nächsten Bundeskanzler machen.",Propaganda,1
570,56626898,1878105063165399174,Beste Genesungswünsche an namduy_ und seine Begleitung.,Non-Propaganda,0
52,56123465,1879233007787053420,"Um weiteren Schaden von Deutschland abzuwenden, brauchen wir schnellstmöglich einen grundlegenden Politikwechsel - insbesondere in der Wirtschaftspolitik.",Propaganda,1
719,56297033,1891992311975821789,Wir sind aber nicht doppelt so gut wie die USA.,Non-Propaganda,0
453,56121939,1893211259182502187,Danke für die Unterstützung –,Non-Propaganda,0
876,56621555,1892240629058437495,Gemeinsam verteidigen wir Frieden in Freiheit.,Propaganda,1
1390,56117817,1888281056954179946,Die Union nennt klimaneutrale Produktion einen „Irrweg“.,Propaganda,1
1504,56121863,1872672633537564956,"Wir müssen unsere Grenzen schützen und kontrollieren, wer zu uns kommt, statt Bürger mit Kontrollen auf Weihnachtsmärkten zu drangsalieren.",Propaganda,1
640,56618796,1875174062726803925,Es ist Zeit zum Handeln und nicht für CDU-Phrasen!,Propaganda,1
139,56067718,1874020599460487484,Zum Jahreswechsel möchte ich noch einmal das Wort an Sie und Euch richten.,Non-Propaganda,0
919,56123517,1885322208337420747,"Und es wäre gut, wenn Sie sich von diesem Pult dafür entschuldigen würden, was am Mittwoch in diesem Haus passiert ist!",Non-Propaganda,0
1128,56118683,1879894406754402338,Ein Verdienst bis 2.000 Euro im Monat bleibt dann steuerfrei.,Non-Propaganda,0
116,56299177,1892916469370962369,Das Buendnis_SahraW hat die Bundestagspräsidentin nun auch aufgefordert die Rüstungsspenden an Abgeordnete wegen des Verdachts illegaler Einflussspenden zu prüfen.,Non-Propaganda,0
1955,56303073,1888483401713263100,Das ist das Motto unseres heutigen außerordentlichen Bundesparteitags.,Non-Propaganda,0
49,56626971,1879045785352015976,Wir bringen den Politikwechsel ab jetzt auf die Straße und am 23. Februar in den Bundestag.,Propaganda,1
1891,56071599,1893299502452294005,Putin würde AfD wählen.,Propaganda,1
1829,56621701,1879533857755599002,Zum anhaltenden Schrumpfkurs der deutschen Wirtschaft teilt Leif_Erik_Holm mit: „Die wirtschaftliche Talfahrt geht ungebremst weiter.,Propaganda,1
1960,56071707,1889236279713271964,Wir brauchen mehr Tempo und weniger Bürokratie.,Propaganda,1
1319,55973261,1891225041414578545,Diese Wahl wird über Krieg und Frieden entscheiden!,Propaganda,1
1038,56066712,1877361933461987644,"Wer das nicht schafft, wirft Torten auf Andersdenkende!",Propaganda,1
1379,56621270,1877688730342822354,Zum Auftakt der Klausurtagung unseres Bundesvorstandes wird es um 13.30 Uhr ein Statement unseres Generalsekretärs Carsten Linnemann geben.,Non-Propaganda,0
1321,56118329,1874032783582257335,"Wenn einzelne Personen mit kommunikativer und finanzieller Macht wie Elon Musk zur Wahl der AfD aufrufen, dann passiert das nicht, weil sie uninformiert sind.",Non-Propaganda,0
1353,56617150,1878794372919263598,"Zwischen Lübeck, Kiel, Hamburg, Lüneburg, Göttingen, Frankfurt, Mainz, Mannheim & Heidelberg war eine Energie spürbar, die ich in den letzten Jahren Politik selten erlebt habe.",Non-Propaganda,0
1885,56616045,1888554866450088125,Vernunft statt Ideologie: Nord Stream wieder aufdrehen!,Propaganda,1
1704,56118770,1886690244575035845,Wir von dieLinke wollen das Land zum Besseren verändern.,Propaganda,1
399,56626999,1890081815227994410,"Wir brauchen umgehend eine Migrationswende: Grenzkontrollen, Migrationsstopp & Ausweisung aller",Propaganda,1
316,56620696,1885380828420616523,Mit Rot-Grün gibt es keine neue Konsequenz in der Migrationspolitik.,Propaganda,1
155,56621356,1888490703216336974,Gegen 12:45 Uhr spricht Christian Lindner.,Non-Propaganda,0
1118,56068521,1886690244575035845,Alle wollen mit _FriedrichMerz regieren.,Propaganda,1
1023,56122759,1889226858119778584,"Überall, wo es Podcasts gibt.",Non-Propaganda,0
22,56303988,1884621012299399465,"Wir werden die Probleme in diesem Land lösen aber eine Feindseligkeit gegenüber Menschen, die in unser Land gekommen sind, werden wir als Sozialdemokrat*innen nicht zu lassen.",Non-Propaganda,0
1772,56071767,1882807011651326025,Bereits damals war Benko vorbestraft.,Non-Propaganda,0
533,56621443,1874919283404537921,Denn aktuell gleicht unser Asylsystem einer Lotterie um Leben und Tod.,Propaganda,1
1733,56298390,1887457532882342318,Es steht an der Seite der Beschäftigten und ihrer Gewerkschaften.,Propaganda,1
96,56065910,1887141868955181056,Damit jede Familie sich gutes und gesundes Essen für die Kinder leisten kann.,Non-Propaganda,0
1679,56619405,1891079612534325371,"Nur so schaffen wir die Voraussetzungen, die nötig sind,",Propaganda,1
1376,56620598,1877041787241455718,"Warum wir in Deutschland & Europa die eigenen Interessen selbstbewusst vertreten sollten statt in einen kranken Überbietungswettlauf einzutreten, wer die dicksten Waffenschecks ausstellt:",Propaganda,1
1151,56618880,1887488826983010405,"Während die Obst-Preise steigen und steigen, machen Aldi, Lidl & Co. fette Gewinne.",Propaganda,1
450,56299094,1887820324835647696,"Ich fordere von Bundeskanzler Olaf Scholz, RobertHabeck und _FriedrichMerz Merz eine Schutzgarantie für den Internationalen Strafgerichtshof.",Non-Propaganda,0
1836,56118281,1889226858119778584,Aber über Erziehung wird viel gestritten.,Non-Propaganda,0
1730,56616216,1892281511602168199,"Für die betroffenen Frauen ist diese Entscheidung oft schwer genug – sie verdienen Unterstützung und Beratung, nicht eine Regelung im Strafgesetzbuch.",Propaganda,1
1061,56618528,1878053405936996766,Die SPD will normale Leute entlasten.,Propaganda,1
1339,56067670,1878817541780541716,"Dabei muss Altersvorsorge, Eigentumsbildung und Aktiensparen für alle attraktiver werden.",Propaganda,1
1807,56627077,1886069221865468272,"Jeffrey Sachs im Interview über die Ukraine, die Grüne Außenministerin und die US-Oligarchie unter Trump",Non-Propaganda,0
176,56618585,1883869766802374715,"Gerade jetzt braucht es eine Politik, die alle Menschen schützt & unsere Gesellschaft zusammenhält.",Propaganda,1
144,56618792,1888676460862247002,"Amüsant, dass Olaf Scholz auf Versäumnisse der Vorgängerregierungen zu sprechen kommt.",Non-Propaganda,0
414,56067275,1889355404435489113,"Nur eine kleine Beobachtung am Rande der Plenardebatte und doch alles, was man für diese Wahl wissen muss.",Non-Propaganda,0
1675,56616119,1875209458831499594,Deutschland schlittert unter diesem Wirtschaftsminister in die längste Rezession der Nachkriegszeit.,Propaganda,1
718,56616694,1884580140513931653,Das ist nun auch eine klare Botschaft:,Non-Propaganda,0
762,56619151,1883935167380676883,"Friedrich Merz macht ein paar sinnvolle Vorschläge zur Kontrolle der Migration, die wir unterstützen werden.",Non-Propaganda,0
244,56617297,1890867180591255698,Wir sind quasi abhängig von Musks Infrastruktur – da müssen wir besser werden.,Propaganda,1
1634,56126239,1877004474008400260,"Und daran muss sich jeder Staat halten, egal ob es ein kleines Land ist oder ein sehr mächtiger Staat.",Propaganda,1
990,56299109,1888566782178295866,": Bombastische Stimmung in Greding am Freitag & Kusel gestern, mit vielen Gänsehaut-Momenten & einer wahnsinnig tollen Unterstützung vor Ort.",Non-Propaganda,0
33,56122843,1890410519065948458,Zu einer zentralen Frage beziehen Spitzenpolitiker der Linken in Portalen wie Abgeordnetenwatch leider auffällig keine Position:,Propaganda,1
1326,56620485,1884621692615512328,"Wer die Voraussetzungen für einen Aufenthalt in Deutschland nicht erfüllt, sollte gar nicht erst dauerhaft nach Deutschland einreisen können.",Non-Propaganda,0
1564,56620043,1876586364709306819,"Nach 16 Jahren Merkel funktionierte vieles in unserem Land nicht mehr, nach drei Jahren Scholz, Lindner und Habeck crasht unsere Industrie.",Propaganda,1
1444,56619462,1881633151082184924,MAKE,Non-Propaganda,0
761,56123433,1893411530495983852,Das garantieren wir.,Non-Propaganda,0
727,56117796,1889228588198539630,Konrad Adenauer hat Europa geeint.,Non-Propaganda,0
56,56621789,1889916379152748851,Zur Situation in Gaza herrscht im Europäischen Parlament dröhnendes Schweigen.,Propaganda,1
1869,56618746,1879597391327773018,Heute war unser Kanzlerkandidat _FriedrichMerz zu Gast bei der dgb_news.,Non-Propaganda,0
1942,56617018,1885220272636125242,"Ein Parteiverbot ist das letzte Mittel, um die Demokratie gegen ihre Feinde zu verteidigen.",Non-Propaganda,0
1501,56066574,1892237016177209786,Wie würde sich ein bundesweiter Mietendeckel konkret auswirken?,Non-Propaganda,0
686,56069418,1888563447467557179,"Wir haben es viel zu lange denen schwer gemacht zu kommen, die wir dringend im Arbeitsmarkt brauchen.",Non-Propaganda,0
1556,56071779,1888259937719013734,"Wer dieses Land führen will, der braucht eine klare Haltung, der braucht einen festen Charakter und Grundsätze, die immer gelten - nicht nur manchmal, wenn es gerade passt.",Propaganda,1
